iter	Passed	Remaining
0	0	93
1	1	92
2	2	92
3	3	91
4	4	89
5	5	88
6	6	87
7	7	85
8	8	86
9	9	85
10	10	84
11	11	84
12	12	83
13	13	81
14	14	80
15	15	79
16	15	77
17	17	77
18	18	77
19	19	76
20	19	75
21	20	74
