iter	RMSE
0	0.9223378816
1	0.8511680684
2	0.7850631214
3	0.7245126903
4	0.6682917093
5	0.6164528093
6	0.5689516664
7	0.5248474246
8	0.4844393581
9	0.4471289456
10	0.4127206076
11	0.3809585575
12	0.3517162675
13	0.3247468209
14	0.2997220843
15	0.2766577684
16	0.2555415811
17	0.2359474485
18	0.2179915051
19	0.2014642225
20	0.1862401417
21	0.1721956674
22	0.1592867727
23	0.1473344386
24	0.1364077778
25	0.1263690555
26	0.1170894929
27	0.1086132718
28	0.1008434571
29	0.09371786237
30	0.0871613796
31	0.08118027931
32	0.0757312826
33	0.0707544713
34	0.06621316671
35	0.06208298175
36	0.05830202608
37	0.0548464065
38	0.05178737816
39	0.04901145522
40	0.04652755951
41	0.04430826509
42	0.04231498528
43	0.04047243631
44	0.03883492489
45	0.03741939468
46	0.03613083293
47	0.03491403432
48	0.03397155346
49	0.0330163585
50	0.0322281507
51	0.03150924105
52	0.03090218687
53	0.03037562491
54	0.02991217982
55	0.02952818754
56	0.0291915634
57	0.02888709412
58	0.02864767052
59	0.02842509488
60	0.02818205216
61	0.02809851446
62	0.0278767456
63	0.02768076719
64	0.02751634753
65	0.02730358368
66	0.02715498336
67	0.0270029754
68	0.02692445626
69	0.02671994947
70	0.02659359783
71	0.02646660993
72	0.02629491328
73	0.02621934293
74	0.02614925639
75	0.02603385015
76	0.02586675553
77	0.0257148794
78	0.02561121748
79	0.0255408517
80	0.02539712827
81	0.02533934374
82	0.02520517968
83	0.02509912081
84	0.02498249592
85	0.02484032776
86	0.02474612683
87	0.02468528788
88	0.02464061425
89	0.02452790259
90	0.02440888572
91	0.02421975519
92	0.02411705062
93	0.02406376893
94	0.02402737462
95	0.02400484205
96	0.02385778373
97	0.02378420213
98	0.02370206154
99	0.02365573688
