iter	Passed	Remaining
0	16	1669
1	32	1588
2	48	1552
3	58	1407
4	65	1253
5	81	1279
6	92	1229
7	108	1242
8	124	1255
9	139	1257
10	155	1256
11	170	1250
12	175	1175
13	191	1174
14	206	1171
15	222	1167
16	238	1162
17	253	1154
18	256	1094
19	267	1070
20	282	1064
21	298	1058
22	314	1051
23	317	1004
24	332	997
25	348	990
26	363	983
27	379	975
28	383	938
29	398	930
30	414	922
31	429	913
