iter	RMSE
0	0.8911831721
1	0.7883877244
2	0.7199651428
3	0.6942586682
4	0.6553591219
5	0.630970053
6	0.6179491656
7	0.6103857816
8	0.6034809958
9	0.5927496251
10	0.580822662
11	0.5751351886
12	0.5666316737
13	0.5629945434
14	0.5573865327
15	0.5544529706
16	0.5500314483
17	0.547453877
18	0.5372667296
19	0.5194146244
20	0.5157973876
21	0.5137655794
22	0.5119944172
23	0.5102393969
24	0.5072002678
25	0.5055610092
26	0.5042714313
27	0.5011194441
28	0.4966659805
29	0.4956669729
30	0.4944590319
31	0.490679284
32	0.4895914507
33	0.488635816
34	0.486858378
35	0.4697381682
36	0.4688451352
37	0.4657515148
38	0.4649491007
39	0.4642443797
40	0.4629480005
41	0.460193171
42	0.458778303
43	0.4563263621
44	0.4509314331
45	0.4503490256
46	0.4498372482
47	0.448627076
48	0.4477747761
49	0.4472489037
50	0.4468783258
51	0.4456729758
52	0.4449866188
53	0.4440030547
54	0.4355815623
55	0.4335162245
56	0.4320211565
57	0.4304880699
58	0.429992545
59	0.4295228513
60	0.4292863602
61	0.4280926566
62	0.4260527782
63	0.4242073777
64	0.4239278936
65	0.4234340422
66	0.4231793493
67	0.4186461529
68	0.4181384959
69	0.4170277328
70	0.4162199731
71	0.4154891951
72	0.414198207
73	0.4138957273
74	0.4136641531
75	0.4119209027
76	0.4114532879
77	0.4099874454
78	0.4091629034
79	0.4064766024
80	0.4061709252
81	0.4050081538
82	0.4046865452
83	0.4036082868
84	0.4030999957
85	0.4028142033
86	0.3978772157
87	0.3966325929
88	0.3959256169
89	0.3915204132
90	0.3910223726
91	0.390398331
